Cartesian Points: 
(-92, -52)
(55, -37)
(47, -90)
(19, 6)
(-4, -28)
(20, -47)
(-14, 45)
(-80, 30)
(-89, 93)
(-98, -72)
(85, 95)
(-80, 85)
(-49, 85)
(-4, -37)
(41, -9)
(24, -74)
(-69, -36)
(-73, -55)
(7, 87)
(23, -14)
(-24, 0)
(33, 91)
(53, -76)
(32, 77)
(-48, 93)
(-12, 69)
(4, 79)
(17, 83)
(99, -53)
(78, -96)
(13, -66)
(95, 12)
(42, -73)
(95, 29)
(97, 98)
(57, 15)
(75, -80)
(-48, -61)
(-92, 13)
(-6, 50)
(-37, 3)
(-93, -50)
(86, -22)
(-37, -85)
(67, -77)
(-33, -9)
(-67, 24)
(85, 9)
(-53, 97)
(89, 40)
(72, -45)
(-92, 45)
(-74, 45)
(39, 37)
(-63, -73)
(-56, -12)
(-99, 47)
(18, -24)
(41, -57)
(78, -64)
(-45, 60)
(22, -89)
(-19, -51)
(78, -93)
(-33, -43)
(-47, 85)
(21, 22)
(22, -40)
(81, 55)
(-63, 6)
(-83, 7)
(-62, -86)
(-82, 72)
(-35, -5)
(-86, 25)
(-13, -6)
(-92, -19)
(20, -87)
(92, 83)
(-11, -48)
(-94, 27)
(-90, 95)
(86, -76)
(-77, -85)
(-20, 32)
(60, -90)
(57, 47)
(92, -6)
(49, -16)
(-23, 66)
(36, -82)
(84, 0)
(-77, -57)
(-36, -24)
(16, 34)
(-69, 32)
(-35, -75)
(80, 11)
(32, -77)
(96, -63)
(-8, -74)
(15, 53)
(77, 72)
(-32, -57)
(-48, 40)
(9, 71)
(14, -44)
(24, -45)
(-96, -77)
(-59, 41)
(30, 54)
(26, -94)
(-92, 78)
(48, 24)
(72, -69)
(-95, -35)
(80, 85)
(94, 31)
(-55, -28)
(12, 88)
(-98, -22)
(-65, -19)
(-15, -53)
(77, 14)
(-39, -22)
(28, 85)
(91, 91)
(66, 93)
(82, 80)
(91, 63)
(-61, -21)
(-26, -50)
(-62, 19)
(-5, 36)
(65, -20)
(42, 72)
(31, 3)
(-5, -30)
(-91, 73)
(-76, 8)
(-34, 34)
(43, 50)
(53, 95)
(26, -1)
(73, -92)
(33, -62)
(9, -67)
(9, -1)
(-30, 35)
(13, 4)
(-98, 3)
(-17, 11)
(14, 29)
(85, -20)
(-83, 26)
(-85, 18)
(-44, -60)
(-40, 19)
(-80, -28)
(32, -96)
(33, -17)
(-21, -75)
(68, 64)
(72, -32)
(-90, -98)
(64, 21)
(81, -2)
(61, -94)
(17, -41)
(-96, -68)
(-91, 7)
(-41, -10)
(-12, -30)
(-40, 44)
(-36, -8)
(-34, -5)
(39, 76)
(74, 8)
(-61, 60)
(-90, -88)
(-91, -21)
(-30, -29)
(-94, 8)
(33, 100)
(84, 24)
(-51, -5)
(0, -36)
(84, 9)
(38, -39)
(-60, 18)
(74, 38)
(-66, 46)
(-88, 74)
(-77, -34)
(-47, -100)
(-71, -23)
(61, -14)
(-9, 43)
(-45, 37)
(80, -19)
(-22, -32)
(-46, 95)
(15, 85)
(28, 20)
(-42, -77)
(67, 8)
(-27, -84)
(-23, -49)
(81, -13)
(65, -84)
(70, -31)
(17, -51)
(-25, 32)
(2, 74)
(-87, -20)
(-58, -53)
(72, 87)
(-11, 83)
(43, -60)
(98, -3)
(79, 80)
(-15, 28)
(77, -90)
(32, -87)
(98, 15)
(85, 99)
(52, 22)
(21, 44)
(15, 83)
(-68, -41)
(52, 8)
(-90, 13)
(91, -92)
(-1, -51)
(25, 77)
(62, -39)
(62, -29)
(75, 66)
(0, -18)
(-52, 70)
(5, 55)
(-10, -83)
(86, 6)
(71, -41)
(-31, 88)
(40, -99)
(-31, -9)
(57, 61)
(99, -62)
(5, 87)
(9, 57)
(-94, 58)
(3, 1)
(-46, -38)
(-82, 32)
(-53, -20)
(-46, 61)
(23, 32)
(52, -76)
(-43, -35)
(-21, -45)
(44, -91)
(-28, -17)
(-71, -41)
(-53, 35)
(-59, 3)
(42, -45)
(33, 71)
(-12, 36)
(42, -66)
(-19, -1)
(-63, -42)
(64, 58)
(-68, 92)
(50, -44)
(-46, 53)
(-77, -28)
(-91, -46)
(-88, -50)
(87, -88)
(-44, 54)
(-49, 89)
(-83, 99)
(-93, -4)
(94, 53)
(-42, -45)
(-39, 20)
(72, 53)
(-56, 2)
(96, -71)
(-31, 24)
(96, -72)
(40, 81)
(79, -33)
(70, -51)
(85, 74)
(64, -70)
(-67, 28)
(-23, 56)
(-38, 62)
(39, 40)
(-18, -20)
(-24, 31)
(-30, 84)
(57, 92)
(80, -1)
(-88, 7)
(100, 57)
(8, 0)
(-54, 96)
(85, -41)
(-84, 0)
(10, 16)
(-67, 67)
(-48, 87)
(-56, -4)
(95, -59)
(-38, 21)
(41, 24)
(-28, -77)
(-67, -70)
(69, 66)
(65, 13)
(-56, -36)
(75, 2)
(-1, 0)
(-53, -38)
(100, -38)
(-16, 66)
(-12, -77)
(62, 26)
(-81, -47)
(31, 61)
(67, 78)
(78, -48)
(56, 30)
(39, -69)
(-73, -59)
(18, 96)
(93, -27)
(36, -67)
(-8, 10)
(29, 70)
(12, -99)
(-92, 72)
(21, -46)
(-36, 35)
(-83, 79)
(-77, -94)
(-4, -91)
(-22, 83)
(-3, 31)
(93, -11)
(-79, 82)
(-57, 17)
(-32, 7)
(60, 88)
(-18, -76)
(-32, -95)
(82, 38)
(-14, -46)
(-17, -32)
(-53, -14)
(36, -68)
(5, 91)
(33, 65)
(-90, 3)
(-15, -46)
(28, -18)
(89, 15)
(10, 73)
(81, 31)
(-30, -67)
(9, 60)
(5, 37)
(24, -70)
(88, 92)
(50, 92)
(-18, -91)
(-12, -41)
(-29, 79)
(-44, -42)
(82, 76)
(83, -86)
(10, -65)
(53, 42)
(63, -50)
(-3, -52)
(-28, 85)
(25, -40)
(-36, 49)
(-73, -19)
(-9, -90)
(66, 80)
(14, 85)
(-94, 8)
(-70, -11)
(-11, -4)
(-56, -55)
(-60, 42)
(-95, 37)
(100, -34)
(-63, 55)
(-26, -54)
(31, -78)
(80, -61)
(90, 79)
(-5, -4)
(78, -80)
(33, 85)
(-84, -20)
(-12, -98)
(12, 38)
(15, -45)
(58, 88)
(-42, 69)
(-6, 91)
(87, 91)
(39, 72)
(28, 93)
(99, 75)
(-51, 91)
(-66, -3)
(-72, -8)
(66, 3)
(62, 66)
(80, 53)
(0, 66)
(14, 42)
(23, 5)
(-4, 22)
(-100, -38)
(-68, 34)
(24, 50)
(-41, -16)
(61, -21)
(-3, -67)
(19, -68)
(86, 32)
(-32, 55)
(9, -59)
(-41, 60)
(66, -19)
(23, -17)
(-90, -36)
(25, -10)
(-90, -43)
(-45, 5)
(-22, 98)
(80, -95)
(-48, -58)
(37, 17)
(-59, 34)
(12, -85)
(-41, 54)
(-21, 48)
(-69, 12)
(80, 88)
(-100, -35)
(59, -73)
(3, -84)
(5, -47)
(-63, -93)
(49, -72)
(47, 15)
(61, 83)
(55, -21)
(5, -14)
(-80, 74)
(-25, -30)
(26, -96)
(-9, -31)
(-81, 22)
(9, -77)
(24, 64)
(78, -68)
(-76, 1)
(-72, -87)
(57, 37)
(10, -100)
(32, 83)
(-76, -41)
(57, -21)
(-21, 24)
(-75, -12)
(-93, -91)
(-97, -26)
(-18, -40)
(68, -11)
(-83, -91)
(84, -10)
(-87, 5)
(93, 16)
(-2, 93)
(2, 72)
(-21, -50)
(-28, 75)
(-49, -96)
(-73, 96)
(58, 79)
(25, 75)
(42, 83)
(83, 37)
(-79, -38)
(61, 82)
(-49, 15)
(-15, -47)
(25, 4)
(13, 3)
(-41, -8)
(23, -51)
(73, 60)

BruteForce:    Average execution time: 443008335235
QuickHull:     Average execution time: 5705767
TestAlgorithm: Average execution time: 3945582

BruteForce: Convex Hull Points: 
(-100, -38)
(-100, -35)
(-99, 47)
(-98, -72)
(-94, 8)
(-93, -91)
(-90, -98)
(-90, 95)
(-83, 99)
(-47, -100)
(10, -100)
(33, 100)
(40, -99)
(78, -96)
(85, 99)
(91, -92)
(97, 98)
(99, -62)
(99, 75)
(100, -38)
(100, 57)


QuickHull: Convex Hull Points: 
(97, 98)
(-93, -91)
(78, -96)
(-47, -100)
(100, -38)
(33, 100)
(91, -92)
(40, -99)
(-90, -98)
(99, 75)
(-100, -35)
(10, -100)
(-100, -38)
(-90, 95)
(100, 57)
(85, 99)
(99, -62)
(-98, -72)
(-83, 99)
(-99, 47)


Known Correct Test Algorithm: Convex Hull Points: 
(-93, -91)
(97, 98)
(78, -96)
(-47, -100)
(100, -38)
(33, 100)
(91, -92)
(40, -99)
(-90, -98)
(99, 75)
(10, -100)
(-100, -35)
(-100, -38)
(-90, 95)
(100, 57)
(99, -62)
(85, 99)
(-98, -72)
(-83, 99)
(-99, 47)
