Cartesian Points: 
(-71, -11)
(-51, 66)
(18, -43)
(39, 21)
(19, 44)
(16, 58)
(-88, -4)
(-89, 28)
(-87, -39)
(95, -8)
(54, 84)
(-100, -56)
(-13, -29)
(78, -7)
(-87, -11)
(-58, 14)
(-38, 53)
(58, -58)
(-27, 25)
(22, -28)
(36, 36)
(35, -9)
(-19, -1)
(-29, -16)
(43, -96)
(-75, -90)
(-47, -35)
(80, 92)
(-16, 97)
(21, 11)
(78, -2)
(89, 93)
(-97, 75)
(70, -12)
(-91, 75)
(-22, 69)
(-79, 55)
(38, -69)
(-78, -4)
(13, -23)
(-80, 65)
(15, -58)
(-95, -67)
(-43, 39)
(-4, -61)
(29, -95)
(-38, 31)
(22, 27)
(52, 92)
(-68, -39)
(-90, -67)
(-39, 81)
(-31, -5)
(22, -84)
(-64, 1)
(-20, 83)
(20, -94)
(62, 55)
(-1, -47)
(-37, 75)
(49, 62)
(60, 57)
(-62, 16)
(-10, 88)
(11, -25)
(-23, 27)
(93, 13)
(-49, -46)
(77, -30)
(15, 12)
(67, -27)
(-70, -36)
(-9, 96)
(-29, -93)
(-45, 0)
(61, 46)
(3, 21)
(-17, 63)
(-22, 62)
(19, 34)
(-51, -19)
(82, -56)
(-81, -27)
(-22, -7)
(-85, 78)
(-45, -100)
(27, 94)
(71, 77)
(-51, 82)
(45, 65)
(71, -57)
(88, -26)
(-51, -43)
(82, -47)
(-93, -47)
(-33, -70)
(-89, -39)
(83, 95)
(-33, 31)
(88, -98)
(-44, 16)
(10, -72)
(84, 87)
(36, -81)
(7, -73)
(20, 46)
(7, 91)
(-47, -81)
(54, 43)
(4, 67)
(-86, 99)
(31, 33)
(-25, 11)
(38, -37)
(-58, -75)
(-37, 76)
(-64, -49)
(-46, 6)
(-20, -5)
(24, -67)
(59, -10)
(-46, 38)
(33, -36)
(80, 96)
(59, -32)
(-40, -32)
(95, -69)
(-98, -92)
(61, -22)
(-61, 79)
(-53, -76)
(-9, -65)
(-13, 35)
(-1, -54)
(-82, 3)
(-26, 58)
(17, 48)
(-36, 55)
(-89, -57)
(-100, 30)
(25, 90)
(-25, 19)
(61, -46)
(-23, 18)
(-7, 18)
(78, -9)
(-5, 91)
(-17, -78)
(1, -28)
(58, 65)
(-16, -90)
(1, -71)
(96, 83)
(16, -59)
(47, -50)
(-3, -14)
(-66, 15)
(-11, -1)
(-7, 44)
(8, -63)
(9, -3)
(50, -94)
(-25, -14)
(-56, -66)
(59, 40)
(83, 22)
(27, 56)
(72, -66)
(-54, -91)
(-44, 34)
(70, -20)
(100, 19)
(-69, 55)
(4, -24)
(-57, -6)
(12, 39)
(-81, -52)
(27, -32)
(70, 42)
(89, 15)
(96, -48)
(30, -77)
(-10, 89)
(-57, -89)
(39, 57)
(7, 70)
(80, 98)
(-73, 95)
(25, -93)
(90, 28)
(-12, -83)
(29, 13)
(-85, -23)
(66, -6)
(20, -41)
(-87, 93)
(29, -22)
(92, 60)
(86, -5)
(-61, 100)
(-100, 93)
(100, -61)
(-63, 62)
(84, 55)
(33, 4)
(29, 9)
(33, 93)
(-76, 52)
(30, 12)
(70, 53)
(42, -20)
(-85, -26)
(-74, -91)
(-33, -92)
(25, -27)
(-16, -53)
(-2, 10)
(64, -99)
(4, 21)
(-1, 26)
(-21, -98)
(19, -23)
(64, 65)
(51, 69)
(48, 15)
(2, -96)
(-11, -8)
(-42, -24)
(29, 79)
(-9, -28)
(95, -48)
(81, -45)
(75, 53)
(63, 36)
(-66, 45)
(-72, 91)
(-60, -74)
(24, 57)
(52, -7)
(-52, -19)
(63, 35)
(-50, 79)
(-25, 93)
(96, 22)
(26, 26)
(-95, 79)
(89, -33)
(48, -14)
(-72, 0)
(86, -46)
(-87, -91)
(-11, -4)
(-54, 60)
(-29, -35)
(-92, 46)
(-94, 33)
(91, -91)
(38, 8)
(32, -1)
(35, -25)
(-28, 15)
(88, -73)
(85, -13)
(98, 11)
(55, 89)
(81, -43)
(-50, -61)
(60, -80)
(-79, 91)
(8, -18)
(83, 58)
(-33, -27)
(-75, 22)
(-15, 12)
(31, -92)
(61, 33)
(63, 3)
(24, 82)
(70, -18)
(65, -86)
(-73, -1)
(-56, 43)
(20, 85)
(-77, 90)
(88, -1)
(-9, -34)
(21, 18)
(-18, 84)
(53, -92)
(-75, -69)
(46, 13)
(3, -38)
(56, 58)
(36, 16)
(23, 52)
(95, -58)
(-70, 85)
(-40, -37)
(51, 65)
(59, 35)
(7, 4)
(49, 31)
(68, 28)
(-81, 54)
(6, -92)
(64, 7)
(-28, 55)
(52, -8)
(-56, 21)
(55, 11)
(43, -3)
(-31, 10)
(-52, 50)
(87, -66)
(-33, -50)
(89, -85)
(82, 54)
(-28, 61)
(18, 95)
(22, -94)
(-25, 73)
(-5, 19)
(-14, -57)
(32, -50)
(74, 31)
(47, 100)
(-77, -57)
(91, 45)
(-5, 80)
(91, -7)
(-19, 4)
(68, 76)
(99, -31)
(71, 86)
(-78, -19)
(9, -20)
(71, -83)
(59, 64)
(70, 12)
(-81, 52)
(-78, 89)
(87, 61)
(-17, 16)
(-88, -1)
(-98, 23)
(-58, 4)
(-68, -41)
(34, 64)
(29, 32)
(69, 97)
(-62, -96)
(-63, -52)
(31, 29)
(-40, -10)
(-33, -69)
(10, -57)
(-83, 73)
(88, 68)
(-55, 61)
(20, 92)
(55, 16)
(47, -80)
(78, -37)
(-4, 94)
(73, 35)
(59, -78)
(36, 85)
(-96, -97)
(-21, -83)
(28, 82)
(9, 70)
(-63, -13)
(-95, 8)
(-28, -18)
(65, 21)
(63, -86)
(-31, -30)
(-67, 91)
(-67, -42)
(-19, -38)
(-42, -34)
(-100, -57)
(-51, -58)
(10, 78)
(37, -76)
(-72, -10)
(-29, -94)
(-56, 2)
(83, -15)
(97, 100)
(-94, -41)
(-62, -14)
(-64, 97)
(-6, 15)
(-34, -77)
(-72, 8)
(89, -42)
(69, 68)
(-18, -49)
(-46, 23)
(-17, -24)
(27, -83)
(-4, 88)
(1, 53)
(-42, -77)
(-68, -57)
(-26, -69)
(18, -50)
(99, 86)
(74, -44)
(-65, -46)
(30, -69)
(-65, 76)
(-44, -52)
(57, -70)
(-100, 37)
(-40, -12)
(2, 50)
(-45, -57)
(-27, 91)
(-20, -6)
(-17, -87)
(-12, -90)
(34, 26)
(-11, -58)
(-100, -5)
(79, 3)
(-71, 56)
(92, -41)
(27, 55)
(23, 0)
(-18, 39)
(39, -81)
(-93, 41)
(66, 46)
(41, 39)
(8, 82)
(-35, -21)
(12, -41)
(8, -85)
(-84, 59)
(-19, -61)
(-42, 64)
(-39, 42)
(-35, -81)
(6, -7)
(6, -28)
(54, 99)
(21, 81)
(88, -57)
(-44, 19)
(-30, -63)
(35, -95)
(34, 28)
(37, 56)
(31, -50)
(-4, -51)
(-66, 83)
(-51, 8)
(50, 53)
(-74, 75)
(-57, 79)
(14, 7)
(-97, 12)
(-93, 86)
(-68, -7)
(-16, 3)
(26, -73)
(-42, -14)
(53, 56)
(1, -35)
(99, 97)
(38, 30)
(82, 12)
(-19, 71)
(49, -32)
(-97, -49)
(-99, -49)
(-10, -94)
(-95, -74)
(1, 57)
(-100, 41)
(-2, -36)
(-52, 93)
(1, 62)
(-76, 16)
(76, -37)
(-8, 3)
(77, 44)
(80, 65)
(-72, -10)
(-64, 50)
(34, -83)
(-86, 52)
(-86, 66)
(-73, 20)
(68, 83)
(-27, 38)
(-43, 55)
(-33, -53)
(-14, -44)
(-37, -84)
(-10, 13)
(6, -93)
(-36, -52)
(15, 37)
(50, -14)
(59, 51)
(-43, 82)
(-16, -60)
(-41, 70)
(87, 26)

BruteForce:    Average execution time: 385321133285
QuickHull:     Average execution time: 17669524
TestAlgorithm: Average execution time: 7720148

BruteForce: Convex Hull Points: 
(-100, -57)
(-100, 93)
(-98, -92)
(-96, -97)
(-86, 99)
(-72, -10)
(-61, 100)
(-45, -100)
(64, -99)
(88, -98)
(91, -91)
(97, 100)
(99, 97)
(100, -61)
(100, 19)


QuickHull: Convex Hull Points: 
(-98, -92)
(-86, 99)
(-61, 100)
(91, -91)
(100, 19)
(-100, -57)
(-100, -56)
(-45, -100)
(64, -99)
(-100, 93)
(99, 97)
(97, 100)
(100, -61)
(88, -98)
(-96, -97)


Known Correct Test Algorithm: Convex Hull Points: 
(-98, -92)
(91, -91)
(-86, 99)
(-61, 100)
(100, 19)
(-100, -57)
(-100, -56)
(-45, -100)
(64, -99)
(-100, 93)
(99, 97)
(97, 100)
(100, -61)
(88, -98)
(-96, -97)
